address,latitude,created_date,longitude,organisation,classification,name,category,title,type,website,tree_common_name,tree_scientific_name,date_of_tree_planted,theme,sub_theme,geometry,location_id
,-37.830399606285816,,144.97207875540332,,,,plaques,commando and special forces support units,,,Atlas Cedar,Cedrus atlantica,2010-08-30,,,POINT (144.97207875540332 -37.830399606285816),114
,-37.82830993024372,,144.97322827839452,,,,plaques,infantry 57th battalion,,,Spotted Gum,Corymbia maculata,2012-09-06,,,POINT (144.97322827839452 -37.82830993024372),115
,-37.83192975550061,,144.97321170883876,,,,plaques,2/4th light anti-aircraft regiment 9th division a.i.f.,,,London Plane,Platanus acerifolia,1998-07-09,,,POINT (144.97321170883876 -37.83192975550061),128
,-37.83213732411669,,144.9728731147446,,,,plaques,the australian legion of ex-servicemen and women,,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.9728731147446 -37.83213732411669),128
,-37.83139408914615,,144.97204947974228,,,,plaques,royal australian engineers (transportation service),,,River Red Gum,Eucalyptus camaldulensis,1998-07-09,,,POINT (144.97204947974228 -37.83139408914615),128
,-37.82857184574517,,144.97173886572406,,,,plaques,2/33 battalion,,,UNKNOWN,UNKNOWN UNKNOWN,2000-01-02,,,POINT (144.97173886572406 -37.82857184574517),114
,-37.82875539181881,,144.97236009726893,,,,plaques,22nd australian infantry battalion,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97236009726893 -37.82875539181881),114
,-37.83232961609321,,144.97328030157766,,,,plaques,2/25th australian infantry battalion 25 brigade - 7 division,,,Chinese Elm,Ulmus parvifolia,2010-08-30,,,POINT (144.97328030157766 -37.83232961609321),128
,-37.83043897249816,,144.97260112366627,,,,plaques,totally and permanently incapacitated ex-servicemen and women of victoria,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.97260112366627 -37.83043897249816),114
,-37.829183483851835,,144.97374917209865,,,,plaques,india,,,Deodar,Cedrus deodara,1998-07-09,,,POINT (144.97374917209865 -37.829183483851835),115
,-37.83242149789316,,144.97315246113516,,,,plaques,no 2 airfield construction squadron,,,River Sheoak,Casuarina cunninghamiana,1998-07-09,,,POINT (144.97315246113516 -37.83242149789316),128
,-37.82926151143797,,144.9716863489285,,,,plaques,prisoners of war,,,Algerian Oak,Quercus canariensis,1998-07-09,,,POINT (144.9716863489285 -37.82926151143797),114
,-37.82796510980705,,144.97267690538854,,,,plaques,1st royal australian naval bridging train,,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.97267690538854 -37.82796510980705),115
,-37.82893297319674,,144.97223741460692,,,,plaques,2/22nd battalion - lark force,,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.97223741460692 -37.82893297319674),114
,-37.82818998569766,,144.97293002280037,,,,plaques,south africa,,,Kaffir Plum,Harpephyllum caffrum,2012-10-24,,,POINT (144.97293002280037 -37.82818998569766),115
,-37.82997566384628,,144.9741184631029,,,,plaques,"1, 8, 21, 453 & h.q. squadrons",,,Brush Box,Lophostemon confertus,1998-02-09,,,POINT (144.9741184631029 -37.82997566384628),115
,-37.82954925726285,,144.97172823378216,,,,plaques,58th/59th battalion,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97172823378216 -37.82954925726285),114
,-37.830062567393824,,144.9742092537742,,,,plaques,the royal air force,,,Willow Leaf Peppermint,Eucalyptus nicholii,1998-02-09,,,POINT (144.9742092537742 -37.830062567393824),115
,-37.82993784987579,,144.9738901006619,,,,plaques,beaufort squadrons,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.9738901006619 -37.82993784987579),115
,-37.82835598396791,,144.97203529425366,,,,plaques,middle east voluntary aid detachment,,,Pyramid Tree,Lagunaria patersonia,2000-01-02,,,POINT (144.97203529425366 -37.82835598396791),114
,-37.82986090544607,,144.9720590787933,,,,plaques,4th australia field regiment,,,Yellow Gum,Eucalyptus leucoxylon,2010-08-30,,,POINT (144.9720590787933 -37.82986090544607),114
,-37.82794978271682,,144.97215321466152,,,,plaques,thirtyniners' association of australia,,,Bhutan Cypress,Cupressus torulosa,1998-07-09,,,POINT (144.97215321466152 -37.82794978271682),114
,-37.82957989603619,,144.97231934669176,,,,plaques,57/60th infantry battalion,,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.97231934669176 -37.82957989603619),114
,-37.832166711860516,,144.97354893179607,,,,plaques,the australian flying corps,,,London Plane,Platanus acerifolia,1998-07-09,,,POINT (144.97354893179607 -37.832166711860516),128
,-37.831780533454804,,144.97529166351458,,,,plaques,defensively equipped merchant ships,,,Japanese Chestnut Oak,Quercus acutissima,2012-07-03,,,POINT (144.97529166351458 -37.831780533454804),129
,-37.8309489230909,,144.97216017824692,,,,plaques,2/29 battalion,,,Japanese Chestnut Oak,Quercus acutissima,2010-08-30,,,POINT (144.97216017824692 -37.8309489230909),114
,-37.83047445879829,,144.9720662528518,,,,plaques,commando squadrons,,,Liquidamber or Sweet Gum,Liquidambar styraciflua,2000-01-02,,,POINT (144.9720662528518 -37.83047445879829),114
,-37.830362146694775,,144.9723002031415,,,,plaques,2/2 australian infantry battalion,,,Stone Pine,Pinus pinea,2010-08-30,,,POINT (144.9723002031415 -37.830362146694775),114
,-37.831726895729076,,144.9745781081422,,,,plaques,h.m.a.s. parramatta,,,Algerian Oak,Quercus canariensis,1998-03-09,,,POINT (144.9745781081422 -37.831726895729076),129
,-37.831473685884944,,144.97217114744524,,,,plaques,royal australian corps of transport (ract),,,River Red Gum,Eucalyptus camaldulensis,1998-07-09,,,POINT (144.97217114744524 -37.831473685884944),128
,-37.83220816674622,,144.97308830818562,,,,plaques,no. 460 squadron (raaf),,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.97308830818562 -37.83220816674622),128
,-37.827953261167444,,144.9720046234248,,,,plaques,2/8th australian field regiment,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.9720046234248 -37.827953261167444),114
,-37.82881385726491,,144.97374076430089,,,,plaques,nursing service & w.a.a.a.f  r.a.a.f.,,,Lemon Scented Gum,Corymbia citriodora,2010-08-27,,,POINT (144.97374076430089 -37.82881385726491),115
,-37.8311522259104,,144.97217574519863,,,,plaques,h.m.a.h.s. wanganella,,,Holm Oak,Quercus ilex,2011-10-06,,,POINT (144.97217574519863 -37.8311522259104),128
,-37.82722962235372,,144.97219849378877,,,,plaques,royal australian artillery siege brigade.,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97219849378877 -37.82722962235372),114
,-37.83123205663128,,144.97447836090356,,,,plaques,royal australian naval landing party,,,Cork Oak,Quercus suber,2012-07-03,,,POINT (144.97447836090356 -37.83123205663128),129
,-37.828789407517824,,144.9719020840633,,,,plaques,2/12 aust. field regiment,,,London Plane,Platanus acerifolia,1998-07-09,,,POINT (144.9719020840633 -37.828789407517824),114
,-37.829048339091976,,144.97352586123426,,,,plaques,6th battalion,,,Spotted Gum,Corymbia maculata,2000-01-01,,,POINT (144.97352586123426 -37.829048339091976),115
,-37.83125389683184,,144.97218727765542,,,,plaques,royal australian army nursing corps,,,Algerian Oak,Quercus canariensis,2012-08-03,,,POINT (144.97218727765542 -37.83125389683184),128
,-37.831631210723664,,144.97472593338918,,,,plaques,h.m.a. ships kanimbla westralia manoora moreton bay arawa,,,English Oak,Quercus robur,1998-04-09,,,POINT (144.97472593338918 -37.831631210723664),129
,-37.82817298081211,,144.97386873140948,,,,plaques,sybil howy irving,,,,,,,,POINT (144.97386873140948 -37.82817298081211),115
,-37.83130874206335,,144.97211192227965,,,,plaques,royal australian army medical corps,,,Turkey Oak,Quercus cerris,2014-11-11,,,POINT (144.97211192227965 -37.83130874206335),128
,-37.831842270438095,,144.97441190534357,,,,plaques,h.m.a.s. benalla,,,Pin Oak,Quercus palustris,2000-01-02,,,POINT (144.97441190534357 -37.831842270438095),129
,-37.82755203645585,,144.9719667540487,,,,plaques,106th tank attack regiment a.i.f.,,,Bhutan Cypress,Cupressus torulosa,1998-07-09,,,POINT (144.9719667540487 -37.82755203645585),114
,-37.82881385726491,,144.97374076430089,,,,plaques,western europe r.a.a.f.,,,Lemon Scented Gum,Corymbia citriodora,2010-08-27,,,POINT (144.97374076430089 -37.82881385726491),115
,-37.83089381136321,,144.9742040148821,,,,plaques,hmas warramunga tribal destroyer,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.9742040148821 -37.83089381136321),129
,-37.82891804472874,,144.97355294488102,,,,plaques,pakistan,,,Monterey Cypress,Hesperocyparis macrocarpa,2000-01-02,,,POINT (144.97355294488102 -37.82891804472874),115
,-37.83268169680647,,144.97331122974452,,,,plaques,central bureau and its field units,,,River Sheoak,Casuarina cunninghamiana,1998-07-09,,,POINT (144.97331122974452 -37.83268169680647),128
,-37.83211188501216,,144.9730652646708,,,,plaques,raaf catalina squadrons and associated flying boat units,,,Spotted Gum,Corymbia maculata,1998-07-09,,,POINT (144.9730652646708 -37.83211188501216),128
,-37.82845799270287,,144.97334341084036,,,,plaques,australia,,,Tasmainian Blue Gum,Eucalyptus globulus,1998-07-09,,,POINT (144.97334341084036 -37.82845799270287),115
,-37.83171771275533,,144.97357314779143,,,,plaques,no 86 attack wing raaf,,,Cyprus Plane,Platanus orientalis Digitata,1998-07-09,,,POINT (144.97357314779143 -37.83171771275533),128
,-37.83141323463639,,144.9723395986132,,,,plaques,new zealand ships of the far east strategic reserve,,,Stone Pine,Pinus pinea,2010-08-30,,,POINT (144.9723395986132 -37.83141323463639),128
,-37.827752575077355,,144.9720572685506,,,,plaques,4th/19th prince of wales's light horse regiment,,,Bhutan Cypress,Cupressus torulosa,1998-07-09,,,POINT (144.9720572685506 -37.827752575077355),114
,-37.82924084108965,,144.97346367178002,,,,plaques,anzacs,,,Kauri New Zealand,Agathis australis,2014-10-03,,,POINT (144.97346367178002 -37.82924084108965),115
,-37.832358127442454,,144.97269084211308,,,,plaques,"boer war state colonial contingents, australian commonwealth horse",,,Jacaranda,Jacaranda mimosifolia,2010-08-30,,,POINT (144.97269084211308 -37.832358127442454),128
,-37.83271178597667,,144.9741955314763,,,,plaques,33 - 38 squadrons,,,Moreton Bay Fig,Ficus macrophylla,1998-08-09,,,POINT (144.9741955314763 -37.83271178597667),129
,-37.83152430986326,,144.9733735802183,,,,plaques,australian component of the british commonwealth occupation force military occupation of japan,,,London Plane,Platanus acerifolia,1998-07-09,,,POINT (144.9733735802183 -37.83152430986326),128
,-37.82885439635063,,144.97234238948485,,,,plaques,39 aust. infantry battalion,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97234238948485 -37.82885439635063),114
,-37.83124298440094,,144.97247458302422,,,,plaques,australian army training team vietnam,,,Golden Poplar,Populus x canadensis,1998-07-09,,,POINT (144.97247458302422 -37.83124298440094),128
,-37.83192928709073,,144.97350907055616,,,,plaques,special air service,,,Golden Elm,Ulmus glabra Lutescens,2000-01-02,,,POINT (144.97350907055616 -37.83192928709073),128
,-37.83046902995829,,144.9745044552407,,,,plaques,18 squadron nei-raaf forces association,,,Flame Tree,Brachychiton acerifolius,2017-04-11,,,POINT (144.9745044552407 -37.83046902995829),129
,-37.831227642688,,144.97421658524627,,,,plaques,new zealand expeditionary force,,,Pohutukawa,Metrosideros excelsa,1998-04-09,,,POINT (144.97421658524627 -37.831227642688),129
,-37.82942067687922,,144.97374938662193,,,,plaques,39th battalion,,,Lemon Scented Gum,Corymbia citriodora,1998-07-09,,,POINT (144.97374938662193 -37.82942067687922),115
,-37.829090421727706,,144.9737770547481,,,,plaques,polish armed forces,,,Red Oak,Quercus rubra,2010-08-30,,,POINT (144.9737770547481 -37.829090421727706),115
,-37.83125922555673,,144.97493664686232,,,,plaques,"h.m.a. ships minesweeper terka, service adele survey vessel watcher, lugger",,,Monterey Cypress,Hesperocyparis macrocarpa,1998-04-09,,,POINT (144.97493664686232 -37.83125922555673),129
,-37.83013109907542,,144.97431122735125,,,,plaques,south-west pacific r.a.a.f.,,,Moreton Bay Fig,Ficus macrophylla,2014-10-28,,,POINT (144.97431122735125 -37.83013109907542),115
,-37.830159680351194,,144.9720506708567,,,,plaques,royal australian regiment representing all past and present battalions,,,River Red Gum,Eucalyptus camaldulensis,1998-07-09,,,POINT (144.9720506708567 -37.830159680351194),114
,-37.83003541319421,,144.9739980967705,,,,plaques,86 squadron r.a.a.f.,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.9739980967705 -37.83003541319421),115
,-37.83123205663128,,144.97447836090356,,,,plaques,the r.a.n. 1914 landing party,,,Cork Oak,Quercus suber,2012-07-03,,,POINT (144.97447836090356 -37.83123205663128),129
,-37.8305743547078,,144.97430410326152,,,,plaques,war widows & widowed mothers association,,,Bhutan Cypress,Cupressus torulosa,2015-04-15,,,POINT (144.97430410326152 -37.8305743547078),129
,-37.82911989596995,,144.97389259299842,,,,plaques,r.a.a.f. south-east asia,,,Lemon Scented Gum,Corymbia citriodora,2011-08-15,,,POINT (144.97389259299842 -37.82911989596995),115
,-37.83194895216538,,144.97250524956758,,,,plaques,2/2nd heavy anti-aircraft regiment,,,Algerian Oak,Quercus canariensis,1998-07-09,,,POINT (144.97250524956758 -37.83194895216538),128
,-37.82828049916936,,144.97214188808863,,,,plaques,4th reserve m.t. company 2nd aif,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97214188808863 -37.82828049916936),114
,-37.82812531677771,,144.9720791030953,,,,plaques,"9th australian division, 2nd a.i.f.",,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.9720791030953 -37.82812531677771),114
,-37.830194123206304,,144.9726900865175,,,,plaques,2/14 battalion,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.9726900865175 -37.830194123206304),114
,-37.83125850518306,,144.97463807046054,,,,plaques,h.m.a. motor launches lost in world war ii,,,Monterey Cypress,Hesperocyparis macrocarpa,1998-04-09,,,POINT (144.97463807046054 -37.83125850518306),129
,-37.82973252355115,,144.9719198889321,,,,plaques,2nd field brigade field artillery. 2nd field regiement (a.i.f),,,Willow myrtle,Agonis flexuosa,2010-08-30,,,POINT (144.9719198889321 -37.82973252355115),114
,-37.82797678758966,,144.97253342964848,,,,plaques,10th light trench mortar battery,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97253342964848 -37.82797678758966),114
,-37.82740000775689,,144.97368343664584,,,,plaques,lord mayor of london sir peter gadsden,,,,,,,,POINT (144.97368343664584 -37.82740000775689),115
,-37.83118763910922,,144.9732955321061,,,,plaques,the new guinea women's association melbourne,,,,,,,,POINT (144.9732955321061 -37.83118763910922),128
,-37.82980122626955,,144.97197936181382,,,,plaques,2/8th australian infantry battalion,,,Willow myrtle,Agonis flexuosa,2010-08-30,,,POINT (144.97197936181382 -37.82980122626955),114
,-37.82857363760003,,144.97228758613943,,,,plaques,i aust. coprs petrol park,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97228758613943 -37.82857363760003),114
,-37.82812978046782,,144.97259991113634,,,,plaques,54th battery field artillery,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97259991113634 -37.82812978046782),114
,-37.83028997156275,,144.97195018590128,,,,plaques,3rd division australian army service corps,,,Japanese Chestnut Oak,Quercus acutissima,2010-08-30,,,POINT (144.97195018590128 -37.83028997156275),114
,-37.82753326667741,,144.97232106592259,,,,plaques,6th field artillery brigade,,,English Elm,Ulmus procera,1998-07-09,,,POINT (144.97232106592259 -37.82753326667741),114
,-37.82973960734035,,144.9721898801384,,,,plaques,29/46 battalion,,,Stone Pine,Pinus pinea,2010-08-30,,,POINT (144.9721898801384 -37.82973960734035),114
,-37.83096349231864,,144.974964730291,,,,plaques,american forces,,,Flame Tree,Brachychiton acerifolius,2011-09-06,,,POINT (144.974964730291 -37.83096349231864),129
,-37.831169044628304,,144.97507966174715,,,,plaques,the womens royal australian naval service (w.r.a.n.s.),,,Lilly-Pilly,Syzygium floribundum,2000-01-02,,,POINT (144.97507966174715 -37.831169044628304),129
,-37.83204150174851,,144.9749399126175,,,,plaques,hmas sydney,,,Algerian Oak,Quercus canariensis,1998-03-09,,,POINT (144.9749399126175 -37.83204150174851),129
,-37.831151637928464,,144.97466496697083,,,,plaques,hmas matafele,,,Japanese Chestnut Oak,Quercus acutissima,2010-09-10,,,POINT (144.97466496697083 -37.831151637928464),129
,-37.8316211795576,,144.97532158490654,,,,plaques,h.m.a.s. kiama,,,Japanese Chestnut Oak,Quercus acutissima,2012-07-03,,,POINT (144.97532158490654 -37.8316211795576),129
,-37.83054257876455,,144.97474093206603,,,,plaques,reprresenting u.s.a.,,,Liquidamber or Sweet Gum,Liquidambar styraciflua,1998-04-09,,,POINT (144.97474093206603 -37.83054257876455),129
,-37.82900840028477,,144.97171941237835,,,,plaques,2/11 field regiment,,,UNKNOWN,UNKNOWN UNKNOWN,2000-01-02,,,POINT (144.97171941237835 -37.82900840028477),114
,-37.830780267751344,,144.972147071303,,,,plaques,royal australian army ordnance corps,,,Japanese Chestnut Oak,Quercus acutissima,2010-08-30,,,POINT (144.972147071303 -37.830780267751344),114
,-37.831045775791154,,144.97288094922587,,,,plaques,royal australian armoured corps association victorian branch,,,Bhutan Cypress,Cupressus torulosa,2006-01-10,,,POINT (144.97288094922587 -37.831045775791154),128
,-37.83027033914008,,144.97206604725383,,,,plaques,2/2 pioneer battalion,,,Japanese Chestnut Oak,Quercus acutissima,2010-08-30,,,POINT (144.97206604725383 -37.83027033914008),114
,-37.83049612804582,,144.9721575779613,,,,plaques,australia independent companies commando squadrons m & z special units,,,,,,,,POINT (144.9721575779613 -37.83049612804582),114
,-37.83068181004943,,144.97431139005897,,,,plaques,extremely disabled war veterans,,,Bhutan Cypress,Cupressus torulosa,2015-04-15,,,POINT (144.97431139005897 -37.83068181004943),129
,-37.829800724379325,,144.97382920275578,,,,plaques,24th battalion a.i.f,,,Calabrian Pine,Pinus brutia,2017-05-11,,,POINT (144.97382920275578 -37.829800724379325),115
,-37.82975682940348,,144.97207533545608,,,,plaques,2/24th australian infantry battalion,,,Willow myrtle,Agonis flexuosa,1998-07-09,,,POINT (144.97207533545608 -37.82975682940348),114
,-37.83141323463639,,144.9723395986132,,,,plaques,far east strategic reserve navy association,,,Stone Pine,Pinus pinea,2010-08-30,,,POINT (144.9723395986132 -37.83141323463639),128
,-37.831366427557256,,144.97408064762647,,,,plaques,hmas culgoa bay,,,Bhutan Cypress,Cupressus torulosa,1998-02-09,,,POINT (144.97408064762647 -37.831366427557256),129
,-37.82990684984977,,144.9721523517472,,,,plaques,4th field ambulance,,,Yellow Gum,Eucalyptus leucoxylon,2015-06-25,,,POINT (144.9721523517472 -37.82990684984977),114
,-37.831916327028544,,144.9745888345601,,,,plaques,h.m.a.s. goorangai and minesweepers,,,Algerian Oak,Quercus canariensis,1998-03-09,,,POINT (144.9745888345601 -37.831916327028544),129
,-37.83132465843516,,144.9718378868724,,,,plaques,31 sqdn beaufighter raaf,,,River Red Gum,Eucalyptus camaldulensis,2010-09-10,,,POINT (144.9718378868724 -37.83132465843516),128
,-37.83219314932881,,144.97325244914717,,,,plaques,2/31st australian infantry battalion 25 brigade - 7 division,,,Golden Poplar,Populus x canadensis,1998-07-09,,,POINT (144.97325244914717 -37.83219314932881),128
,-37.83059672278496,,144.97461424222743,,,,plaques,crete,,,tba,Olea europaea,1998-04-09,,,POINT (144.97461424222743 -37.83059672278496),129
,-37.8279012559137,,144.97234428165532,,,,plaques,14th battalion,,,Bhutan Cypress,Cupressus torulosa,1998-07-09,,,POINT (144.97234428165532 -37.8279012559137),114
,-37.82950837434538,,144.97201249016175,,,,plaques,royal aust. survey corps,,,Sheoak,Casuarina unknown,1998-07-09,,,POINT (144.97201249016175 -37.82950837434538),114
,-37.83107873535637,,144.97296333109736,,,,plaques,the 1953 australian coronation contingent,,,,,,,,POINT (144.97296333109736 -37.83107873535637),128
,-37.828517978361376,,144.97300125995406,,,,plaques,infantry 58th battalion,,,Golden Poplar,Populus x canadensis,1998-07-09,,,POINT (144.97300125995406 -37.828517978361376),115
,-37.828133111445666,,144.9728404590866,,,,plaques,infantry 59th battalion,,,Spotted Gum,Corymbia maculata,2000-01-02,,,POINT (144.9728404590866 -37.828133111445666),115
,-37.7881645889621,,144.939277838304,,,Flemington Bridge Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.939277838304 -37.7881645889621),103
,-37.8142591432011,,144.966638432727,,,Council House 2 (CH2),landmarks,,,,,,,Mixed Use,Retail/Office/Carpark,POINT (144.966638432727 -37.8142591432011),98
,-37.8060684577258,,144.971266479841,,,Carlton Gardens South,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.971266479841 -37.8060684577258),40
,-37.8101576446961,,144.968168215633,,,Wesley Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.968168215633 -37.8101576446961),20
,-37.8169741358546,,144.954862000132,,,St Augustines Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.954862000132 -37.8169741358546),73
,-37.8104524079085,,144.96388920294,,,Church of Christ,landmarks,,,,,,,Place of Worship,Church,POINT (144.96388920294 -37.8104524079085),66
,-37.8140667110854,,144.983197322289,,,Holy Trinity,landmarks,,,,,,,Place of Worship,Church,POINT (144.983197322289 -37.8140667110854),94
,-37.8114487773394,,144.984664890999,,,Melbourne Unitarian Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.984664890999 -37.8114487773394),94
,-37.7959155303946,,144.968981110942,,,All Nations Uniting Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.968981110942 -37.7959155303946),50
,-37.8025766539683,,144.969334720932,,,Our Lady of Lebanon Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.969334720932 -37.8025766539683),37
,-37.7942169477929,,144.94161451392,,,St Alban Anglican Church,landmarks,,,,,,,Place of Worship,Church,POINT (144.94161451392 -37.7942169477929),121
,-37.7932109480553,,144.92729572288,,,Christ Church Kensington,landmarks,,,,,,,Place of Worship,Church,POINT (144.92729572288 -37.7932109480553),85
,-37.7948087414394,,144.928362125005,,,Holy Rosary,landmarks,,,,,,,Place of Worship,Church,POINT (144.928362125005 -37.7948087414394),85
,-37.7983111309698,,144.95728837725,,,Melbourne Private Hospital,landmarks,,,,,,,Health Services,Private Hospital,POINT (144.95728837725 -37.7983111309698),64
,-37.8003121288849,,144.954697453742,,,Victoria Police,landmarks,,,,,,,Community Use,Police Station,POINT (144.954697453742 -37.8003121288849),64
,-37.8219773910249,,144.953398014034,,,Victoria Police,landmarks,,,,,,,Community Use,Police Station,POINT (144.953398014034 -37.8219773910249),23
,-37.7819171308558,,144.956309119368,,,Royal Park Golf Course,landmarks,,,,,,,Leisure/Recreation,Private Sports Club/Facility,POINT (144.956309119368 -37.7819171308558),121
,-37.7834303940347,,144.961982577553,,,Visy Park,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.961982577553 -37.7834303940347),44
,-37.8077644149636,,144.965463853978,,,Old Melbourne Gaol Crime & Justice Experience,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.965463853978 -37.8077644149636),61
,-37.8218124583016,,144.968337832721,,,Playhouse,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.968337832721 -37.8218124583016),28
,-37.8218460949601,,144.956665812218,,,Batman Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.956665812218 -37.8218460949601),131
,-37.7990921023192,,144.952635945774,,,Australian Red Cross,landmarks,,,,,,,Office,Office,POINT (144.952635945774 -37.7990921023192),121
,-37.8252455123297,,144.95435243249,,,Melbourne Exhibition Centre,landmarks,,,,,,,Place Of Assembly,Function/Conference/Exhibition Centre,POINT (144.95435243249 -37.8252455123297),25
,-37.8242574266145,,144.953478052064,,,Polly Woodside,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.953478052064 -37.8242574266145),25
,-37.8219947335768,,144.968837288153,,,Victorian Arts Centre,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.968837288153 -37.8219947335768),28
,-37.8150754791411,,144.966542722283,,,Melbourne Town Hall,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.966542722283 -37.8150754791411),4
,-37.824887401234,,144.949794297819,,,DFO South Wharf,landmarks,,,,,,,Mixed Use,Retail/Office,POINT (144.949794297819 -37.824887401234),8
,-37.8233471608733,,144.974686151365,,,Sidney Myer Music Bowl,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.974686151365 -37.8233471608733),110
,-37.8087522829868,,144.976268275082,,,The Royal Victorian Eye & Ear Hospital,landmarks,,,,,,,Health Services,Public Hospital,POINT (144.976268275082 -37.8087522829868),40
,-37.8174831423197,,144.969899048343,,,The Ian Potter Centre: NGV Australia,landmarks,,,,,,,Place Of Assembly,Art Gallery/Museum,POINT (144.969899048343 -37.8174831423197),119
,-37.8158572333481,,144.94582326909,,,Channel 7 - Melbourne Broadcast Centre,landmarks,,,,,,,Purpose Built,Film & RV Studio,POINT (144.94582326909 -37.8158572333481),78
,-37.8139256326845,,144.938123825625,,,Harbour Town,landmarks,,,,,,,Vacant Land,Current Construction Site,POINT (144.938123825625 -37.8139256326845),11
,-37.8247252673963,,144.98380297866,,,AAMI Park,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.98380297866 -37.8247252673963),110
,-37.8165177307702,,144.943475014215,,,Central Pier,landmarks,,,,,,,Place Of Assembly,Function/Conference/Exhibition Centre,POINT (144.943475014215 -37.8165177307702),12
,-37.8116163666726,,144.937588920436,,,Melbourne Star Observation Wheel,landmarks,,,,,,,Leisure/Recreation,Observation Tower/Wheel,POINT (144.937588920436 -37.8116163666726),11
,-37.8221818203024,,144.948908460665,,,Kangan Batman Tafe,landmarks,,,,,,,Education Centre,Further Education,POINT (144.948908460665 -37.8221818203024),8
,-37.8213252086842,,144.977591098955,,,Margaret Court Arena,landmarks,,,,,,,Leisure/Recreation,Major Sports & Recreation Facility,POINT (144.977591098955 -37.8213252086842),110
,-37.8242661832902,,144.968174400274,,,MTC Theatre,landmarks,,,,,,,Place Of Assembly,Theatre Live,POINT (144.968174400274 -37.8242661832902),28
,-37.8230135000869,,144.969342535451,,,NGV International,landmarks,,,,,,,Community Use,Public Buildings,POINT (144.969342535451 -37.8230135000869),28
,-37.81806108403,,144.97314667014,,,Birrarung Marr,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.97314667014 -37.81806108403),124
,-37.8184198800044,,144.971542586509,,,Artplay,landmarks,,,,,,,Leisure/Recreation,Indoor Recreation Facility,POINT (144.971542586509 -37.8184198800044),7
,-37.8207887122448,,144.972951789291,,,Riverslide Skate Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.972951789291 -37.8207887122448),127
,-37.794964001386,,144.936190756632,,,Macaulay Railway Station (North Melbourne) - Train stop,landmarks,,,,,,,Transport,Railway Station,POINT (144.936190756632 -37.794964001386),76
,-37.7939140126373,,144.930710207518,,,Kensington Railway Station,landmarks,,,,,,,Transport,Railway Station,POINT (144.930710207518 -37.7939140126373),76
,-37.7906174256581,,144.953834240647,,,Royal Park,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.953834240647 -37.7906174256581),121
,-37.8320733992876,,144.973628364465,,,Shrine of Rembrance Reserve,landmarks,,,,,,,Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),POINT (144.973628364465 -37.8320733992876),128
,-37.8275635886174,,144.976655130464,,,Government House,landmarks,,,,,,,Residential Accommodation,Dwelling (House),POINT (144.976655130464 -37.8275635886174),115
